Ubigeo;Departamento;Provincia;Distrito;Indicador;Unidad de medida;Anio 2012;Anio 2013;Anio 2014;Anio 2015;Anio 2016;Anio 2017;Anio 2018;Anio 2019;Anio 2020;Anio 2021;Anio 2022;Anio 2023
150120;LIMA;LIMA;MAGDALENA DEL MAR;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;14365;16392;16067;16466;17878;24315;24478;19304;18650;16649;16463;16412
150122;LIMA;LIMA;MIRAFLORES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;40173;40257;38356;42481;42492;47964;53068;65338;59380;57422;27430;27379
150123;LIMA;LIMA;PACHACAMAC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;24336;26485;28547;30428;31725;31938;33508;35157;34958;35807;37854;39271
150124;LIMA;LIMA;PUCUSANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3302;3369;3438;3584;3572;3582;3610;3890;4096;4127;4069;4126
150121;LIMA;LIMA;PUEBLO LIBRE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;23376;24328;23654;23303;22836;23857;23721;24579;29756;32053;39537;16721
150125;LIMA;LIMA;PUENTE PIEDRA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;70344;76607;80510;82612;85442;88850;94405;94066;93932;92141;96299;99307
150126;LIMA;LIMA;PUNTA HERMOSA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;806;803;846;947;995;1098;1168;1329;1554;1688;1894;1865
150127;LIMA;LIMA;PUNTA NEGRA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1302;1318;1509;1554;1861;1808;1863;1950;2024;1971;2159;2159
150128;LIMA;LIMA;RIMAC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;37258;37922;40042;40365;42412;43689;43114;44212;46473;45527;45318;44355
150129;LIMA;LIMA;SAN BARTOLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1634;1603;1651;1814;2414;2545;2746;2322;2705;2657;2647;2831
150130;LIMA;LIMA;SAN BORJA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;21818;21681;22214;23461;23364;23139;22250;22238;20551;20139;19937;19480
150131;LIMA;LIMA;SAN ISIDRO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;53309;50543;48009;58370;69282;63983;66802;46620;18920;19245;20554;17173
150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;222613;236959;238152;237284;246133;251403;253343;259337;258327;251102;263099;277272
150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;96104;97376;98464;97064;99434;98814;100446;102458;104248;102121;97889;97872
150134;LIMA;LIMA;SAN LUIS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;15982;15650;15812;16063;16568;16602;16795;16705;17511;18111;15857;15481
150135;LIMA;LIMA;SAN MARTIN DE PORRES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;128585;135277;138955;140948;144498;142385;144524;151179;155529;154572;150318;144864
150136;LIMA;LIMA;SAN MIGUEL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;34595;34955;34876;35250;35387;35115;35690;36809;35743;37553;36724;38732
150137;LIMA;LIMA;SANTA ANITA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;49395;51079;49455;50816;50083;52141;52564;53964;52307;49619;53471;52816
150138;LIMA;LIMA;SANTA MARIA DEL MAR;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;115;203;217;127;103;72;88;92;86;77;51;94
150139;LIMA;LIMA;SANTA ROSA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2066;2571;2674;3579;3834;3644;3836;3976;4166;3995;4801;4990
150140;LIMA;LIMA;SANTIAGO DE SURCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;65971;66552;66637;68568;69538;63900;65904;99428;78348;92569;98758;100016
150141;LIMA;LIMA;SURQUILLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;14011;14365;13315;13058;14063;14339;14607;15243;15128;15008;14685;15117
150142;LIMA;LIMA;VILLA EL SALVADOR;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;96076;98708;101477;101761;103314;103832;106940;110598;111816;110986;113230;114034
150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;100196;103452;106473;107713;110227;107559;111162;115446;114811;111808;112465;112121
150902;LIMA;OYON;ANDAJES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;114;103;98;78;60;62;54;54;62;72;67;66
150903;LIMA;OYON;CAUJUL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;176;169;156;158;154;132;140;139;180;175;159;143
150904;LIMA;OYON;COCHAMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;642;640;603;571;479;496;469;533;506;538;534;484
150905;LIMA;OYON;NAVAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;243;264;225;216;205;179;193;172;197;200;202;166
150901;LIMA;OYON;OYON;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4254;4439;4238;3993;4011;3978;3864;3887;4172;3997;3458;3094
150906;LIMA;OYON;PACHANGARA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;940;921;871;890;872;860;935;937;1033;1056;1092;963
151002;LIMA;YAUYOS;ALIS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;139;125;116;112;117;109;104;116;121;127;118;102
151003;LIMA;YAUYOS;ALLAUCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;376;390;354;355;321;287;292;307;328;324;335;290
151004;LIMA;YAUYOS;AYAVIRI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;160;176;170;143;157;134;134;131;149;148;160;127
151005;LIMA;YAUYOS;AZANGARO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;225;232;220;193;177;175;167;208;198;200;197;186
151006;LIMA;YAUYOS;CACRA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;271;232;192;188;188;134;154;167;170;169;133;138
151007;LIMA;YAUYOS;CARANIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;82;70;70;59;54;47;39;43;38;43;43;44
151008;LIMA;YAUYOS;CATAHUASI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;320;368;365;338;348;316;313;321;351;374;399;364
151009;LIMA;YAUYOS;CHOCOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;270;243;230;232;229;205;201;209;221;238;221;197
151010;LIMA;YAUYOS;COCHAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;61;27;26;32;30;30;33;40;42;46;62;54
151011;LIMA;YAUYOS;COLONIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;380;364;322;347;332;302;293;302;348;373;395;353
151012;LIMA;YAUYOS;HONGOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;136;128;108;109;104;103;107;99;105;99;107;89
151013;LIMA;YAUYOS;HUAMPARA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;61;42;40;39;45;42;42;41;46;48;70;67
151014;LIMA;YAUYOS;HUANCAYA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;109;88;83;81;82;88;82;87;88;83;82;77
151017;LIMA;YAUYOS;HUAÑEC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;69;74;83;68;73;62;55;77;87;96;88;68
151015;LIMA;YAUYOS;HUANGASCAR;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;222;215;198;197;187;164;164;194;169;174;168;141
151016;LIMA;YAUYOS;HUANTAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;202;193;195;205;245;227;205;216;226;255;253;208
151018;LIMA;YAUYOS;LARAOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;233;190;189;153;167;158;150;178;223;235;231;258
151019;LIMA;YAUYOS;LINCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;227;224;206;211;203;189;184;180;206;221;242;204
151020;LIMA;YAUYOS;MADEAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;273;261;242;252;246;239;214;216;227;227;217;183
151021;LIMA;YAUYOS;MIRAFLORES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;78;88;84;69;69;55;55;52;56;62;49;57
151022;LIMA;YAUYOS;OMAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;114;102;92;100;105;98;104;106;119;137;122;114
151023;LIMA;YAUYOS;PUTINZA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;152;151;148;138;147;130;131;141;163;168;162;133
151024;LIMA;YAUYOS;QUINCHES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;274;239;232;271;267;250;261;258;230;246;254;257
151025;LIMA;YAUYOS;QUINOCAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;167;127;120;117;137;118;126;129;165;170;159;143
151026;LIMA;YAUYOS;SAN JOAQUIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;9;8;3;11;7;11;8;12;13;13;13;7
151027;LIMA;YAUYOS;SAN PEDRO DE PILAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;81;64;59;63;54;49;52;66;71;71;71;66
151028;LIMA;YAUYOS;TANTA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;137;146;144;130;148;127;121;134;130;124;118;105
151029;LIMA;YAUYOS;TAURIPAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;156;150;116;111;87;78;61;61;58;58;54;47
151030;LIMA;YAUYOS;TOMAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;219;201;210;239;206;190;186;183;194;204;154;192
151031;LIMA;YAUYOS;TUPE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;178;159;149;144;141;137;140;142;134;134;128;128
151032;LIMA;YAUYOS;VIÑAC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;762;717;684;656;640;616;604;614;694;724;676;597
151033;LIMA;YAUYOS;VITIS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;138;113;85;83;82;85;62;63;61;63;64;73
151001;LIMA;YAUYOS;YAUYOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;629;592;554;570;586;529;596;563;628;642;621;581
160202;LORETO;ALTO AMAZONAS;BALSAPUERTO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6739;7116;7540;7930;8276;8421;8809;9117;9356;9951;11415;12300
160205;LORETO;ALTO AMAZONAS;JEBEROS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1638;1725;1743;1812;1800;1829;1833;1922;1947;2137;2230;2182
160206;LORETO;ALTO AMAZONAS;LAGUNAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4821;4934;5145;5037;5194;5069;5424;5606;6187;6145;6260;6014
160210;LORETO;ALTO AMAZONAS;SANTA CRUZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1572;1602;1536;1506;1559;1706;1633;1632;1752;1942;1958;1886
160211;LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1811;1881;1866;1982;1991;2083;2172;2196;2303;2545;2464;2371
160201;LORETO;ALTO AMAZONAS;YURIMAGUAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;25481;27604;28459;29544;30634;32084;32738;33562;34603;35766;37130;38461
160706;LORETO;DATEM DEL MARAÑON;ANDOAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;614;1199;4825;4994;5275;5803;6201;7253;7108;8751;8218;8447
160701;LORETO;DATEM DEL MARAÑON;BARRANCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5195;6448;6497;6975;7232;7125;7621;8344;8130;8736;11061;9578
160702;LORETO;DATEM DEL MARAÑON;CAHUAPANAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3531;3996;3630;3627;4003;4030;4088;4481;4405;4540;5468;4934
160703;LORETO;DATEM DEL MARAÑON;MANSERICHE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3795;4231;4588;4359;4935;4711;4902;5222;5175;5289;5826;6562
160704;LORETO;DATEM DEL MARAÑON;MORONA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2429;3432;3533;3764;4196;4169;4405;4388;4461;4657;6364;5342
160705;LORETO;DATEM DEL MARAÑON;PASTAZA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6285;8430;4235;4559;5050;3953;4086;4263;4392;4705;5444;5714
160301;LORETO;LORETO;NAUTA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;10918;12427;12783;12892;13417;13758;13907;14650;14708;14825;16992;17485
160302;LORETO;LORETO;PARINARI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2299;2740;2672;12892;2661;2463;2719;2684;2660;2721;2729;2709
160303;LORETO;LORETO;TIGRE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2770;3537;3318;2629;3518;3243;3660;3847;3856;3830;4048;4048
160304;LORETO;LORETO;TROMPETEROS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1695;3520;3652;3473;4217;3968;4823;4967;5102;5161;5327;5641
160305;LORETO;LORETO;URARINAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3763;7310;5249;3794;6130;5674;6009;6220;6797;6959;7457;7533
160402;LORETO;MARISCAL RAMON CASTILLA;PEBAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4941;5374;5215;5255;5351;5586;5584;5680;5950;5632;5831;5715
160401;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;7012;7971;7889;8154;8280;8849;8978;9527;9416;9856;10752;11077
160404;LORETO;MARISCAL RAMON CASTILLA;SAN PABLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4264;4375;5452;5581;5590;5687;5954;5957;5793;5797;4951;5281
160403;LORETO;MARISCAL RAMON CASTILLA;YAVARI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4788;5198;4376;4460;4748;4939;4938;5404;4880;3951;5050;5316
160102;LORETO;MAYNAS;ALTO NANAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1143;1187;1097;1085;1084;1085;1049;1066;1027;1031;1145;1066
160112;LORETO;MAYNAS;BELEN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;17071;18663;17808;18093;18113;18026;18667;18884;18689;19510;19681;19230
160103;LORETO;MAYNAS;FERNANDO LORES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6581;7275;6923;6821;6786;6734;6764;6784;6923;7438;7070;6887
160104;LORETO;MAYNAS;INDIANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4373;4917;4815;4363;4770;5080;5041;5173;4821;5131;5131;5019
160101;LORETO;MAYNAS;IQUITOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;56987;68459;69266;68064;69102;72534;69307;70252;67537;69071;73650;74570
160105;LORETO;MAYNAS;LAS AMAZONAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2847;3756;3637;3477;3439;3373;3266;3255;3197;3280;3383;3094
160106;LORETO;MAYNAS;MAZAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3819;5070;5386;5327;5314;5205;5395;5517;5643;5743;5612;5431
160107;LORETO;MAYNAS;NAPO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4988;7026;6817;6494;6620;6593;6485;6425;6624;6635;6730;6581
160108;LORETO;MAYNAS;PUNCHANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;17712;22270;21699;21782;21820;21625;21864;22557;21542;21668;22824;21850
160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;22702;30718;31631;31986;33813;39340;36127;37314;37850;38624;42208;42680
160110;LORETO;MAYNAS;TORRES CAUSANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1591;2077;2329;2543;2547;2766;2784;2763;2800;2847;3024;3016
160801;LORETO;PUTUMAYO;PUTUMAYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;1788;1742;1739;1789;1858;1859;1860;;1780
160802;LORETO;PUTUMAYO;ROSA PANDURO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;148;143;144;147;175;151;191;;203
160803;LORETO;PUTUMAYO;TENIENTE MANUEL CLAVERO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;816;739;772;789;822;857;891;;961
160804;LORETO;PUTUMAYO;YAGUAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;512;512;530;467;543;562;571;;624
160502;LORETO;REQUENA;ALTO TAPICHE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;440;548;549;578;582;582;543;540;523;506;556;487
160503;LORETO;REQUENA;CAPELO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1217;1411;1184;1090;1091;1145;1066;1115;1119;1116;1106;1186
160504;LORETO;REQUENA;EMILIO SAN MARTIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1741;2848;2420;2392;2480;2534;2653;2670;2653;2720;2873;2859
160510;LORETO;REQUENA;JENARO HERRERA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1551;1979;1771;1730;1718;1609;1695;1720;1735;1855;1591;1988
160505;LORETO;REQUENA;MAQUIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2792;3441;3320;3080;3428;3488;3623;3663;3645;3414;4013;3843
160506;LORETO;REQUENA;PUINAHUA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1652;2167;1981;2071;2026;2030;2091;1999;2089;2185;2409;2394
160501;LORETO;REQUENA;REQUENA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;10325;12136;11618;12144;12319;12660;12815;13405;13005;14095;15191;14328
160507;LORETO;REQUENA;SAQUENA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1183;1500;1417;1424;1372;1341;1450;1373;1419;1502;1528;1545
160508;LORETO;REQUENA;SOPLIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;178;231;201;184;217;205;198;232;222;233;287;268
160509;LORETO;REQUENA;TAPICHE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;221;405;389;353;343;366;347;375;385;249;372;383
160511;LORETO;REQUENA;YAQUERANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1036;1476;1330;1363;1339;1273;1397;1455;1328;1427;1496;1493
160601;LORETO;UCAYALI;CONTAMANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;9838;11005;11145;11754;12107;12524;12795;13418;13084;13424;14144;14114
160602;LORETO;UCAYALI;INAHUAYA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;652;688;674;698;653;644;569;641;613;594;644;611
160603;LORETO;UCAYALI;PADRE MARQUEZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1843;1855;1854;1884;1817;1876;1933;2017;2045;2115;2317;2266
160604;LORETO;UCAYALI;PAMPA HERMOSA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2225;2457;2570;2521;2553;2673;2766;2830;2763;2578;3016;2944
160605;LORETO;UCAYALI;SARAYACU;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6130;6355;6206;6263;6127;6197;6283;6474;6543;6549;6956;6487
160606;LORETO;UCAYALI;VARGAS GUERRA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2494;3403;3342;3254;3610;3568;3507;3672;3693;3729;3901;3463
170202;MADRE DE DIOS;MANU;FITZCARRALD;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;513;465;476;483;529;525;526;569;596;595;;572
170204;MADRE DE DIOS;MANU;HUEPETUHE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2485;2537;2402;2377;2415;2328;2707;2641;2765;2790;;3108
170203;MADRE DE DIOS;MANU;MADRE DE DIOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1744;2061;1824;1675;1911;2098;2115;2507;2941;3149;;3935
170201;MADRE DE DIOS;MANU;MANU;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;976;937;928;996;944;1000;1060;1073;1078;1121;;1207
170302;MADRE DE DIOS;TAHUAMANU;IBERIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1771;1770;1707;1892;1938;1994;1917;2081;2207;2342;;2619
170301;MADRE DE DIOS;TAHUAMANU;IÑAPARI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;263;409;406;398;467;517;499;561;611;649;;693
170303;MADRE DE DIOS;TAHUAMANU;TAHUAMANU;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;616;587;573;647;878;901;940;1076;1102;1174;;1528
170102;MADRE DE DIOS;TAMBOPATA;INAMBARI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2966;3195;3280;3643;4169;4510;5318;5379;6134;6731;;8500
170104;MADRE DE DIOS;TAMBOPATA;LABERINTO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1669;1931;1763;1771;2029;3373;2397;2596;2753;2983;;3832
170103;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2116;2444;2368;2717;3051;3136;3525;3717;3970;4312;;4912
170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;22803;26596;26181;27111;28390;29314;30792;32909;33965;34118;;37198
180202;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;254;214;199;180;215;226;219;212;214;230;;188
180203;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;239;197;192;178;180;184;192;187;231;244;;219
180204;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1211;1210;1074;1007;1002;1026;1024;1001;1021;1219;;1081
180205;MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;124;127;107;96;114;109;91;97;110;115;;125
180206;MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;150;140;128;130;123;112;102;99;129;125;;92
180207;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;116;106;92;82;98;95;93;81;81;86;;94
180201;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1071;1081;999;985;1023;1039;1031;1058;1199;1185;;1079
180208;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;664;636;634;614;582;609;581;560;662;621;;583
180209;MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;83;87;68;63;68;59;79;67;85;90;;73
180210;MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;773;743;638;593;642;638;608;619;655;696;;590
180211;MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;318;263;233;231;247;264;187;203;285;205;;245
180302;MOQUEGUA;ILO;EL ALGARROBAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;29;22;62;86;126;124;144;166;166;168;;162
180301;MOQUEGUA;ILO;ILO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;17668;18416;17914;18434;18582;18518;18616;18907;19213;19171;;19472
180303;MOQUEGUA;ILO;PACOCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1839;1840;1868;1918;1893;1948;2022;2147;2126;2108;;1763
180102;MOQUEGUA;MARISCAL NIETO;CARUMAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;517;522;472;500;470;407;375;366;349;383;;341
180103;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;150;144;122;99;95;90;91;90;77;78;;63
180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;14386;15922;15915;16345;17156;17543;17886;18811;19122;19255;;15727
180104;MOQUEGUA;MARISCAL NIETO;SAMEGUA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3960;3747;3736;3776;4083;4090;4075;4139;5706;4598;;4129
180107;MOQUEGUA;MARISCAL NIETO;SAN ANTONIO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;;;;;;;;;3959
180105;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;583;545;527;504;521;420;382;389;380;376;;380
180106;MOQUEGUA;MARISCAL NIETO;TORATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1098;1276;1144;1198;1251;1282;1249;1254;1278;1328;;1194
190202;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;647;566;532;487;467;505;495;476;529;583;;537
190203;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;184;173;152;134;141;123;117;117;118;116;;92
190204;PASCO;DANIEL ALCIDES CARRION;PAUCAR;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;958;908;852;782;765;716;679;637;617;625;;683
190205;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;426;556;393;375;384;445;401;387;404;439;;400
190206;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1583;1515;1339;1232;1285;1260;1342;1279;1453;1488;;1327
190207;PASCO;DANIEL ALCIDES CARRION;TAPUC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;674;630;585;559;573;558;525;543;544;564;;587
190208;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;331;313;304;262;254;251;243;268;301;283;;221
190201;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3850;3968;3755;3718;3805;3749;3757;3898;4188;4410;;4351
190302;PASCO;OXAPAMPA;CHONTABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;428;441;426;553;676;743;777;834;896;895;;880
190308;PASCO;OXAPAMPA;CONSTITUCION;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;5026;5444;5731;5831;6294;6430;6880;;7393
190303;PASCO;OXAPAMPA;HUANCABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1494;1606;1610;1659;1654;1721;1768;1780;1869;1967;;1919
190301;PASCO;OXAPAMPA;OXAPAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5613;5474;5598;5958;6045;6208;6311;6330;7045;6851;;7358
